smnno,amount,typeid,month,year
SMN/099,6738,1,1,2020
SMN/100,12112,1,1,2020
SMN/101,6358,1,1,2020
SMN/102,6061,1,1,2020
SMN/103,10553,1,1,2020
SMN/104,8511,1,1,2020
SMN/105,9262,1,1,2020
SMN/106,12279,1,1,2020
SMN/107,5526,1,1,2020
SMN/108,9354,1,1,2020
SMN/109,13080,1,1,2020
SMN/110,8541,1,1,2020
SMN/111,10174,1,1,2020
SMN/112,9674,1,1,2020
SMN/113,10544,1,1,2020
SMN/114,9397,1,1,2020
SMN/115,9663,1,1,2020
SMN/116,8562,1,1,2020
SMN/117,5251,1,1,2020
SMN/118,12508,1,1,2020
SMN/119,14956,1,1,2020
SMN/120,13415,1,1,2020
SMN/121,11588,1,1,2020
SMN/122,13893,1,1,2020
SMN/123,10706,1,1,2020
SMN/124,12488,1,1,2020
SMN/125,13960,1,1,2020
SMN/126,8442,1,1,2020
SMN/127,6200,1,1,2020
SMN/128,10443,1,1,2020
SMN/129,11921,1,1,2020
SMN/130,8968,1,1,2020
SMN/131,6338,1,1,2020
SMN/132,11057,1,1,2020
SMN/133,6885,1,1,2020
SMN/134,10340,1,1,2020
SMN/135,12477,1,1,2020
SMN/136,11328,1,1,2020
SMN/137,5928,1,1,2020
SMN/138,10664,1,1,2020
SMN/139,11262,1,1,2020
SMN/140,13198,1,1,2020
SMN/141,9110,1,1,2020
SMN/142,8485,1,1,2020
SMN/143,7389,1,1,2020
SMN/144,12184,1,1,2020
SMN/145,9111,1,1,2020
SMN/146,14083,1,1,2020
SMN/147,10410,1,1,2020
SMN/148,10586,1,1,2020
SMN/149,9146,1,1,2020
SMN/150,14089,1,1,2020
SMN/151,9628,1,1,2020
SMN/152,6002,1,1,2020
SMN/153,12710,1,1,2020
SMN/154,6540,1,1,2020
SMN/155,10871,1,1,2020
SMN/156,8924,1,1,2020
SMN/157,13216,1,1,2020
SMN/158,8075,1,1,2020
SMN/159,9584,1,1,2020
SMN/160,13113,1,1,2020
SMN/161,6954,1,1,2020
SMN/162,8493,1,1,2020
SMN/163,12770,1,1,2020
SMN/164,14618,1,1,2020
SMN/165,12771,1,1,2020
SMN/166,14607,1,1,2020
SMN/167,9897,1,1,2020
SMN/168,8555,1,1,2020
SMN/169,12466,1,1,2020
SMN/170,12251,1,1,2020
SMN/171,11528,1,1,2020
SMN/172,6766,1,1,2020
SMN/173,13284,1,1,2020
SMN/174,10371,1,1,2020
SMN/175,6264,1,1,2020
SMN/176,10686,1,1,2020
SMN/177,7826,1,1,2020
SMN/178,11678,1,1,2020
SMN/179,6566,1,1,2020
SMN/180,6157,1,1,2020
SMN/181,14940,1,1,2020
SMN/182,12429,1,1,2020
SMN/183,5165,1,1,2020
SMN/184,13263,1,1,2020
SMN/185,13830,1,1,2020
SMN/186,9653,1,1,2020
SMN/187,8562,1,1,2020
SMN/188,5965,1,1,2020
SMN/189,11468,1,1,2020
SMN/190,13343,1,1,2020
SMN/191,9880,1,1,2020
SMN/192,5475,1,1,2020
SMN/193,8965,1,1,2020
SMN/194,9905,1,1,2020
SMN/195,12316,1,1,2020
SMN/196,9830,1,1,2020
SMN/197,13397,1,1,2020
SMN/198,7437,1,1,2020
SMN/199,14446,1,1,2020
SMN/200,8436,1,1,2020
SMN/201,13055,1,1,2020
SMN/202,9534,1,1,2020
SMN/203,13640,1,1,2020
SMN/204,9761,1,1,2020
SMN/205,6177,1,1,2020
SMN/206,14538,1,1,2020
SMN/207,9507,1,1,2020
SMN/208,10111,1,1,2020
SMN/209,12681,1,1,2020
SMN/210,14566,1,1,2020
SMN/211,6812,1,1,2020
SMN/212,7627,1,1,2020
SMN/213,10860,1,1,2020
SMN/214,8540,1,1,2020
SMN/215,14569,1,1,2020
SMN/216,5675,1,1,2020
SMN/217,6093,1,1,2020
SMN/218,9200,1,1,2020
SMN/219,6691,1,1,2020
SMN/220,7852,1,1,2020
SMN/221,11139,1,1,2020
SMN/222,13571,1,1,2020
SMN/223,8116,1,1,2020
SMN/224,9912,1,1,2020
SMN/225,14706,1,1,2020
SMN/226,10574,1,1,2020
SMN/227,7795,1,1,2020
SMN/228,13409,1,1,2020
SMN/229,8521,1,1,2020
SMN/230,13348,1,1,2020
SMN/231,9979,1,1,2020
SMN/232,13770,1,1,2020
SMN/233,11564,1,1,2020
SMN/234,12593,1,1,2020
SMN/235,9502,1,1,2020
SMN/236,14977,1,1,2020
SMN/237,10282,1,1,2020
SMN/238,9728,1,1,2020
SMN/239,10687,1,1,2020
SMN/240,10625,1,1,2020
SMN/241,7015,1,1,2020
SMN/242,12258,1,1,2020
SMN/243,6826,1,1,2020
SMN/244,10117,1,1,2020
SMN/245,12144,1,1,2020
SMN/246,13862,1,1,2020
SMN/247,13813,1,1,2020
SMN/248,7198,1,1,2020
SMN/249,7390,1,1,2020
SMN/250,8185,1,1,2020
SMN/251,9591,1,1,2020
SMN/252,11310,1,1,2020
SMN/253,5310,1,1,2020
SMN/254,13320,1,1,2020
SMN/255,11677,1,1,2020
SMN/256,5165,1,1,2020
SMN/257,7978,1,1,2020
SMN/258,7168,1,1,2020
SMN/259,14525,1,1,2020
SMN/260,7390,1,1,2020
SMN/261,8300,1,1,2020
SMN/262,5051,1,1,2020
SMN/263,10110,1,1,2020
SMN/264,7957,1,1,2020
SMN/265,13352,1,1,2020
SMN/266,9227,1,1,2020
SMN/267,9668,1,1,2020
SMN/268,14967,1,1,2020
SMN/269,12064,1,1,2020
SMN/270,5259,1,1,2020
SMN/271,9586,1,1,2020
SMN/272,11360,1,1,2020
SMN/273,13204,1,1,2020
SMN/274,11631,1,1,2020
SMN/275,12036,1,1,2020
SMN/276,13723,1,1,2020
SMN/277,8395,1,1,2020
SMN/278,14427,1,1,2020
SMN/279,10486,1,1,2020
SMN/280,12328,1,1,2020
SMN/281,12070,1,1,2020
SMN/282,7235,1,1,2020
SMN/283,9139,1,1,2020
SMN/284,11112,1,1,2020
SMN/285,6843,1,1,2020
SMN/286,8792,1,1,2020
SMN/287,5091,1,1,2020
SMN/288,9629,1,1,2020
SMN/289,11203,1,1,2020
SMN/290,11090,1,1,2020
SMN/291,11802,1,1,2020
SMN/292,12896,1,1,2020
SMN/293,5316,1,1,2020
SMN/294,10257,1,1,2020
SMN/295,9832,1,1,2020
SMN/296,14855,1,1,2020
SMN/297,9714,1,1,2020
SMN/298,5456,1,1,2020
SMN/299,10907,1,1,2020
SMN/300,10031,1,1,2020
SMN/301,10277,1,1,2020
SMN/302,5427,1,1,2020
SMN/303,8001,1,1,2020
SMN/304,11019,1,1,2020
SMN/305,11641,1,1,2020
SMN/306,8026,1,1,2020
SMN/307,13896,1,1,2020
SMN/308,9577,1,1,2020
SMN/309,11888,1,1,2020
SMN/310,10434,1,1,2020
SMN/311,11438,1,1,2020
SMN/312,13790,1,1,2020
SMN/313,12317,1,1,2020
SMN/314,5893,1,1,2020
SMN/315,6638,1,1,2020
SMN/316,5011,1,1,2020
SMN/317,8862,1,1,2020
SMN/318,11002,1,1,2020
SMN/319,8993,1,1,2020
SMN/320,14203,1,1,2020
SMN/321,14259,1,1,2020
SMN/322,8369,1,1,2020
SMN/323,13513,1,1,2020
SMN/324,6308,1,1,2020
SMN/325,5252,1,1,2020
SMN/326,13841,1,1,2020
SMN/327,10422,1,1,2020
SMN/328,7017,1,1,2020
SMN/329,5806,1,1,2020
SMN/330,13080,1,1,2020
SMN/331,8454,1,1,2020
SMN/332,5609,1,1,2020
SMN/333,7619,1,1,2020
SMN/334,9470,1,1,2020
SMN/335,9840,1,1,2020
SMN/336,7447,1,1,2020
SMN/337,10259,1,1,2020
SMN/338,6256,1,1,2020
SMN/339,10970,1,1,2020
SMN/340,13027,1,1,2020
SMN/341,8786,1,1,2020
SMN/342,5552,1,1,2020
SMN/343,12913,1,1,2020
SMN/344,10148,1,1,2020
SMN/345,8042,1,1,2020
SMN/346,11822,1,1,2020
SMN/347,13286,1,1,2020
SMN/348,8895,1,1,2020
SMN/349,9704,1,1,2020
SMN/350,8196,1,1,2020
SMN/351,11558,1,1,2020
SMN/352,13042,1,1,2020
SMN/353,11464,1,1,2020
SMN/354,13408,1,1,2020
SMN/355,5412,1,1,2020
SMN/356,11334,1,1,2020
SMN/357,6783,1,1,2020
SMN/358,8549,1,1,2020
SMN/359,13381,1,1,2020
SMN/360,5307,1,1,2020
SMN/361,11357,1,1,2020
SMN/362,9376,1,1,2020
SMN/363,10849,1,1,2020
SMN/364,9809,1,1,2020
SMN/365,14157,1,1,2020
SMN/366,12251,1,1,2020
SMN/367,11799,1,1,2020
SMN/368,6685,1,1,2020
SMN/369,8075,1,1,2020
SMN/370,14120,1,1,2020
SMN/371,6438,1,1,2020
SMN/372,13532,1,1,2020
SMN/373,13558,1,1,2020
SMN/374,8505,1,1,2020
SMN/375,13740,1,1,2020
SMN/376,12965,1,1,2020
SMN/377,10228,1,1,2020
SMN/378,14294,1,1,2020
SMN/379,8871,1,1,2020
SMN/380,12817,1,1,2020
SMN/381,5170,1,1,2020
SMN/382,7215,1,1,2020
SMN/383,5701,1,1,2020
SMN/384,14719,1,1,2020
SMN/385,13129,1,1,2020
SMN/386,10183,1,1,2020
SMN/387,5625,1,1,2020
SMN/388,7294,1,1,2020
SMN/389,8094,1,1,2020
SMN/390,11329,1,1,2020
SMN/391,10754,1,1,2020
SMN/392,9840,1,1,2020
SMN/393,13183,1,1,2020
SMN/394,10446,1,1,2020
SMN/395,14528,1,1,2020
SMN/396,14462,1,1,2020
SMN/397,6017,1,1,2020
SMN/398,7372,1,1,2020
SMN/399,6465,1,1,2020
SMN/400,9956,1,1,2020
SMN/401,11119,1,1,2020
SMN/402,8687,1,1,2020
SMN/403,5428,1,1,2020
SMN/404,5379,1,1,2020
SMN/405,12063,1,1,2020
SMN/406,13173,1,1,2020
SMN/407,5094,1,1,2020
SMN/408,8204,1,1,2020
SMN/409,8686,1,1,2020
SMN/410,13719,1,1,2020
SMN/411,10465,1,1,2020
SMN/412,10837,1,1,2020
SMN/413,14935,1,1,2020
SMN/414,14912,1,1,2020
SMN/415,5918,1,1,2020
SMN/416,6936,1,1,2020
SMN/417,8742,1,1,2020
SMN/418,8259,1,1,2020
SMN/419,12727,1,1,2020
SMN/420,8000,1,1,2020
SMN/421,8978,1,1,2020
SMN/422,5337,1,1,2020
SMN/423,10069,1,1,2020
SMN/424,14469,1,1,2020
SMN/425,11092,1,1,2020
SMN/426,11159,1,1,2020
SMN/427,11584,1,1,2020
SMN/428,5000,1,1,2020
SMN/429,10911,1,1,2020
SMN/430,13903,1,1,2020
SMN/431,13398,1,1,2020
SMN/432,12393,1,1,2020
SMN/433,11853,1,1,2020
SMN/434,9386,1,1,2020
SMN/435,12975,1,1,2020
SMN/436,8796,1,1,2020
SMN/437,12309,1,1,2020
SMN/438,8884,1,1,2020
SMN/439,6132,1,1,2020
SMN/440,8807,1,1,2020
SMN/441,14543,1,1,2020
SMN/442,7221,1,1,2020
SMN/443,9338,1,1,2020
SMN/444,14008,1,1,2020
SMN/445,9451,1,1,2020
SMN/446,12164,1,1,2020
SMN/447,7505,1,1,2020
SMN/448,11925,1,1,2020
SMN/449,7959,1,1,2020
SMN/450,11082,1,1,2020
SMN/451,14431,1,1,2020
SMN/452,9560,1,1,2020
SMN/453,5712,1,1,2020
SMN/454,14262,1,1,2020
SMN/455,14389,1,1,2020
SMN/456,13310,1,1,2020
SMN/457,6732,1,1,2020
SMN/458,12712,1,1,2020
SMN/459,5254,1,1,2020
SMN/460,9088,1,1,2020
SMN/461,11831,1,1,2020
SMN/462,13617,1,1,2020
SMN/463,6674,1,1,2020
SMN/464,14630,1,1,2020
SMN/465,11005,1,1,2020
SMN/466,14699,1,1,2020
SMN/467,8122,1,1,2020
SMN/468,9251,1,1,2020
SMN/469,12529,1,1,2020
SMN/470,9002,1,1,2020
SMN/471,6418,1,1,2020
SMN/472,12798,1,1,2020
SMN/473,12917,1,1,2020
SMN/474,13477,1,1,2020
SMN/475,8003,1,1,2020
SMN/476,10670,1,1,2020
SMN/477,9344,1,1,2020
SMN/478,5411,1,1,2020
SMN/479,9874,1,1,2020
SMN/480,12709,1,1,2020
SMN/481,8268,1,1,2020
SMN/482,12797,1,1,2020
SMN/483,14824,1,1,2020
SMN/484,5518,1,1,2020
SMN/485,5603,1,1,2020
SMN/486,13807,1,1,2020
SMN/487,7668,1,1,2020
SMN/488,5501,1,1,2020
SMN/489,6350,1,1,2020
SMN/490,7828,1,1,2020
SMN/491,8333,1,1,2020
SMN/492,9392,1,1,2020
SMN/493,12791,1,1,2020
SMN/494,14410,1,1,2020
SMN/495,8304,1,1,2020
SMN/496,10421,1,1,2020
SMN/497,13732,1,1,2020
SMN/498,7948,1,1,2020
SMN/499,12690,1,1,2020
SMN/500,6352,1,1,2020
SMN/501,7212,1,1,2020
SMN/502,13081,1,1,2020
SMN/503,8039,1,1,2020
SMN/504,7438,1,1,2020
SMN/505,11798,1,1,2020
SMN/506,5338,1,1,2020
SMN/507,7081,1,1,2020
SMN/508,13095,1,1,2020
SMN/509,7062,1,1,2020
SMN/510,12516,1,1,2020
SMN/511,7017,1,1,2020
SMN/512,9588,1,1,2020
SMN/513,9810,1,1,2020
SMN/514,11672,1,1,2020
SMN/515,14373,1,1,2020
SMN/516,11143,1,1,2020
SMN/517,8852,1,1,2020
SMN/518,7089,1,1,2020
SMN/519,7160,1,1,2020
SMN/520,5169,1,1,2020
SMN/521,5445,1,1,2020
SMN/522,10213,1,1,2020
SMN/523,10135,1,1,2020
SMN/524,10750,1,1,2020
