smnno,amount,typeid,month,year
SP0577,60210.00,1,1,2024
SP0579,60210.00,1,1,2024
SP0580,60210.00,1,1,2024
SP0601,60210.00,1,1,2024
SP0603,60210.00,1,1,2024
SP0616,60210.00,1,1,2024
SP0647,60210.00,1,1,2024
SP0672,60210.00,1,1,2024
SP0675,60210.00,1,1,2024
SP0812,60210.00,1,1,2024
SP0819,60210.00,1,1,2024
SP0821,60210.00,1,1,2024
SP0827,60210.00,1,1,2024
SP0828,60210.00,1,1,2024
SP0830,60210.00,1,1,2024
SP0832,60210.00,1,1,2024
SP0833,60210.00,1,1,2024
SP0840,60210.00,1,1,2024
SP0841,60210.00,1,1,2024
SP0847,60210.00,1,1,2024
SP0881,60210.00,1,1,2024
SP0882,60210.00,1,1,2024
SP0885,60210.00,1,1,2024
SP0891,60210.00,1,1,2024
SP0894,60210.00,1,1,2024
SP0896,60210.00,1,1,2024
SP0907,60210.00,1,1,2024
JP0209,60999.00,1,1,2024
SP0368,60999.00,1,1,2024
JP0088,61533.00,1,1,2024
SP0108,63000.00,1,1,2024
SP0546,63210.00,1,1,2024
SP0462,65887.00,1,1,2024
JP0243,66000.00,1,1,2024
SP0578,66540.00,1,1,2024
JP0064,67140.00,1,1,2024
SP0560,68277.00,1,1,2024
SP0361,68544.00,1,1,2024
SP0485,69418.00,1,1,2024
SP0770,70000.00,1,1,2024
SP1039,70000.00,1,1,2024
SP0817,70210.00,1,1,2024
SP0899,70210.00,1,1,2024
SP0836,71211.00,1,1,2024
SP0674,72000.00,1,1,2024
JP0023,72031.00,1,1,2024
SP0309,72999.00,1,1,2024
JP0322,73209.00,1,1,2024
SP0143,74210.00,1,1,2024
JP0062,75000.00,1,1,2024
JP0150,75211.00,1,1,2024
JP0254,77403.00,1,1,2024
JP0244,77535.00,1,1,2024
SP0663,77751.00,1,1,2024
JP0179,81210.00,1,1,2024
SP0166,84461.67,1,1,2024
SP0107,85226.00,1,1,2024
JP0242,86000.00,1,1,2024
SP0158,88000.00,1,1,2024
SP0914,88000.00,1,1,2024
SP1026,88000.00,1,1,2024
SP1140,88000.00,1,1,2024
SP1170,88000.00,1,1,2024
JP0468,88210.00,1,1,2024
SP1153,88210.00,1,1,2024
SP0486,88578.00,1,1,2024
JP0094,89000.00,1,1,2024
SP0124,89010.00,1,1,2024
SP0478,90000.00,1,1,2024
SP0496,90210.00,1,1,2024
SP0380,90340.00,1,1,2024
SP0029,91875.00,1,1,2024
SP0657,94210.00,1,1,2024
SP0620,96666.00,1,1,2024
SP0333,97710.00,1,1,2024
SP0126,100000.00,1,1,2024
SP1145,100000.00,1,1,2024
SP0208,101379.00,1,1,2024
SP0618,101583.00,1,1,2024
JP0466,103210.00,1,1,2024
SP0172,105210.00,1,1,2024
SP0511,105210.00,1,1,2024
SP0316,109500.00,1,1,2024
SP0371,115210.00,1,1,2024
SP0271,118000.00,1,1,2024
SP0807,118000.00,1,1,2024
SP1081,118000.00,1,1,2024
SP1105,118000.00,1,1,2024
SP1199,118000.00,1,1,2024
SP1206,118000.00,1,1,2024
SP1053,118210.00,1,1,2024
SP1065,118210.00,1,1,2024
SP0024,120000.00,1,1,2024
SP0033,120000.00,1,1,2024
SP0071,120000.00,1,1,2024
SP0077,120000.00,1,1,2024
SP0099,120000.00,1,1,2024
SP0135,120000.00,1,1,2024
SP0148,120000.00,1,1,2024
SP0150,120000.00,1,1,2024
SP0164,120000.00,1,1,2024
SP0168,120000.00,1,1,2024
SP0189,120000.00,1,1,2024
SP0200,120000.00,1,1,2024
SP0249,120000.00,1,1,2024
SP0258,120000.00,1,1,2024
SP0260,120000.00,1,1,2024
SP0274,120000.00,1,1,2024
SP0276,120000.00,1,1,2024
SP0297,120000.00,1,1,2024
SP0319,120000.00,1,1,2024
SP0321,120000.00,1,1,2024
SP0323,120000.00,1,1,2024
SP0335,120000.00,1,1,2024
SP0362,120000.00,1,1,2024
SP0365,120000.00,1,1,2024
SP0378,120000.00,1,1,2024
SP0383,120000.00,1,1,2024
SP0406,120000.00,1,1,2024
SP0421,120000.00,1,1,2024
SP0456,120000.00,1,1,2024
SP0480,120000.00,1,1,2024
SP0521,120000.00,1,1,2024
SP0522,120000.00,1,1,2024
SP0526,120000.00,1,1,2024
SP0563,120000.00,1,1,2024
SP0631,120000.00,1,1,2024
SP0634,120000.00,1,1,2024
SP0637,120000.00,1,1,2024
SP0673,120000.00,1,1,2024
SP0756,120000.00,1,1,2024
SP0767,120000.00,1,1,2024
SP0780,120000.00,1,1,2024
SP0781,120000.00,1,1,2024
SP0850,120000.00,1,1,2024
SP0900,120000.00,1,1,2024
SP0044,120210.00,1,1,2024
SP0101,120210.00,1,1,2024
SP0130,120210.00,1,1,2024
SP0131,120210.00,1,1,2024
SP0151,120210.00,1,1,2024
SP0155,120210.00,1,1,2024
SP0165,120210.00,1,1,2024
SP0198,120210.00,1,1,2024
SP0210,120210.00,1,1,2024
SP0220,120210.00,1,1,2024
SP0251,120210.00,1,1,2024
SP0265,120210.00,1,1,2024
SP0279,120210.00,1,1,2024
SP0283,120210.00,1,1,2024
SP0307,120210.00,1,1,2024
SP0318,120210.00,1,1,2024
SP0334,120210.00,1,1,2024
SP0341,120210.00,1,1,2024
SP0343,120210.00,1,1,2024
SP0344,120210.00,1,1,2024
SP0353,120210.00,1,1,2024
SP0355,120210.00,1,1,2024
SP0396,120210.00,1,1,2024
SP0422,120210.00,1,1,2024
SP0426,120210.00,1,1,2024
SP0435,120210.00,1,1,2024
SP0474,120210.00,1,1,2024
SP0479,120210.00,1,1,2024
SP0533,120210.00,1,1,2024
SP0554,120210.00,1,1,2024
SP0570,120210.00,1,1,2024
SP0584,120210.00,1,1,2024
SP0598,120210.00,1,1,2024
SP0602,120210.00,1,1,2024
SP0824,120210.00,1,1,2024
SP0231,121710.00,1,1,2024
SP0583,125361.00,1,1,2024
SP1167,128000.00,1,1,2024
SP0599,129340.00,1,1,2024
SP0898,130000.00,1,1,2024
SP1027,133000.00,1,1,2024
SP1134,133000.00,1,1,2024
SP0182,135210.00,1,1,2024
SP0232,135210.00,1,1,2024
SP0467,135210.00,1,1,2024
SP0420,142318.83,1,1,2024
SP0482,149388.00,1,1,2024
SP0630,150000.00,1,1,2024
SP0059,150210.00,1,1,2024
SP0119,150210.00,1,1,2024
SP0068,155710.00,1,1,2024
SP0427,157500.00,1,1,2024
SP0374,160626.00,1,1,2024
SP0363,168210.00,1,1,2024
SP0676,170001.00,1,1,2024
SP0093,170210.00,1,1,2024
SP0606,178000.00,1,1,2024
SP1198,178000.00,1,1,2024
SP1200,178000.00,1,1,2024
SP0199,180000.00,1,1,2024
SP0254,180000.00,1,1,2024
SP0434,180000.00,1,1,2024
SP0237,180210.00,1,1,2024
SP0388,180210.00,1,1,2024
SP0423,180210.00,1,1,2024
SP0514,180210.00,1,1,2024
SP0829,180210.00,1,1,2024
SP0324,185211.00,1,1,2024
SP0127,200210.00,1,1,2024
JP0370,205000.00,1,1,2024
SP1070,238000.00,1,1,2024
SP1211,238000.00,1,1,2024
SP0085,240000.00,1,1,2024
SP0145,240000.00,1,1,2024
SP0171,240000.00,1,1,2024
SP0225,240000.00,1,1,2024
SP0241,240000.00,1,1,2024
SP0286,240000.00,1,1,2024
SP0312,240000.00,1,1,2024
SP0377,240000.00,1,1,2024
SP0384,240000.00,1,1,2024
SP0607,240000.00,1,1,2024
SP0789,240000.00,1,1,2024
SP0792,240000.00,1,1,2024
SP0086,240210.00,1,1,2024
SP0167,240210.00,1,1,2024
SP0272,240210.00,1,1,2024
SP0285,240210.00,1,1,2024
SP0292,240210.00,1,1,2024
SP0382,240210.00,1,1,2024
SP0238,241710.00,1,1,2024
SP0387,243000.00,1,1,2024
SP0409,244584.00,1,1,2024
SP0513,269258.00,1,1,2024
SP0534,300000.00,1,1,2024
SP0002,300210.00,1,1,2024
SP0105,310210.00,1,1,2024
SP0163,310210.00,1,1,2024
SP0887,315000.00,1,1,2024
SP0347,330000.00,1,1,2024
SP1190,358000.00,1,1,2024
SP0009,360000.00,1,1,2024
SP0273,360000.00,1,1,2024
SP0342,360000.00,1,1,2024
SP0842,360000.00,1,1,2024
SP0902,360000.00,1,1,2024
SP0376,361785.00,1,1,2024
SP0042,405876.00,1,1,2024
SP0349,450000.00,1,1,2024
SP0408,480210.00,1,1,2024
SP0351,570210.00,1,1,2024
SP1057,598210.00,1,1,2024
SP0473,600210.00,1,1,2024
SP0644,630000.00,1,1,2024
SP0259,660000.00,1,1,2024
SP0346,705000.00,1,1,2024
SP0477,900000.00,1,1,2024
SP1055,1498210.00,1,1,2024
